ID,Número_Reseñas,Promedio_Calificación,Num_Reseñas_1,Num_Reseñas_2,Num_Reseñas_3,Num_Reseñas_4,Num_Reseñas_5
MLM1436237910,1,5.0,0,0,0,0,1
MLM1882966928,3,5.0,0,0,0,0,3
MLM1300616879,18,4.7,0,0,1,3,14
MLM1390668971,10,4.0,1,0,2,2,5
MLM1440943175,6,4.7,0,0,1,0,5
MLM1856898543,0,0.0,0,0,0,0,0
MLM1436254525,3,5.0,0,0,0,0,3
MLM1317962221,6,4.5,0,0,1,1,4
MLM2746488700,0,0.0,0,0,0,0,0
MLM1372361179,0,0.0,0,0,0,0,0
MLM1791092837,0,0.0,0,0,0,0,0
MLM1963669869,0,0.0,0,0,0,0,0
MLM1300519351,0,0.0,0,0,0,0,0
MLM1532013929,0,0.0,0,0,0,0,0
MLM1985293765,0,0.0,0,0,0,0,0
MLM2241395068,0,0.0,0,0,0,0,0
MLM1980272167,0,0.0,0,0,0,0,0
MLM1957883379,0,0.0,0,0,0,0,0
MLM1702712540,0,0.0,0,0,0,0,0
MLM1364191899,0,0.0,0,0,0,0,0
MLM791190475,0,0.0,0,0,0,0,0
MLM1507984542,0,0.0,0,0,0,0,0
MLM1466682624,0,0.0,0,0,0,0,0
MLM1507938973,0,0.0,0,0,0,0,0
MLM1979559357,0,0.0,0,0,0,0,0
MLM1677169527,15,4.7,0,0,2,0,13
MLM1459268512,1,4.0,0,0,0,1,0
MLM1956674963,4,5.0,0,0,0,0,4
MLM1859270243,0,0.0,0,0,0,0,0
MLM1657378067,4,4.8,0,0,0,1,3
MLM1316104845,15,4.5,1,0,1,1,12
MLM1956581983,0,0.0,0,0,0,0,0
MLM1974271243,0,0.0,0,0,0,0,0
MLM1982119989,0,0.0,0,0,0,0,0
MLM1785574715,1,4.0,0,0,0,1,0
MLM958684442,0,0.0,0,0,0,0,0
MLM2574145224,0,0.0,0,0,0,0,0
MLM1401479507,1,5.0,0,0,0,0,1
MLM1982120189,0,0.0,0,0,0,0,0
MLM1982157903,0,0.0,0,0,0,0,0
MLM1785492365,1,5.0,0,0,0,0,1
MLM1982144717,0,0.0,0,0,0,0,0
MLM1364498990,0,0.0,0,0,0,0,0
MLM2685482912,0,0.0,0,0,0,0,0
MLM1507939450,0,0.0,0,0,0,0,0
MLM958691949,3,4.3,0,0,1,0,2
MLM1785549648,0,0.0,0,0,0,0,0
MLM1982079197,0,0.0,0,0,0,0,0
MLM958429060,5,4.8,0,0,0,1,4
MLM1974820277,0,0.0,0,0,0,0,0
MLM2659637446,0,0.0,0,0,0,0,0
MLM1974259389,0,0.0,0,0,0,0,0
MLM958688540,4,5.0,0,0,0,0,4
MLM1388923537,7,4.9,0,0,0,1,6
MLM1769627232,0,0.0,0,0,0,0,0
MLM1390656052,4,4.8,0,0,0,1,3
MLM2574355112,0,0.0,0,0,0,0,0
MLM1982082515,0,0.0,0,0,0,0,0
MLM1956690215,0,0.0,0,0,0,0,0
MLM1978018663,0,0.0,0,0,0,0,0
MLM2574344850,0,0.0,0,0,0,0,0
MLM1956721469,0,0.0,0,0,0,0,0
MLM1982528033,0,0.0,0,0,0,0,0
MLM1956701227,0,0.0,0,0,0,0,0
MLM2574316724,0,0.0,0,0,0,0,0
MLM2571687940,0,0.0,0,0,0,0,0
MLM1982541057,0,0.0,0,0,0,0,0
MLM2574461584,0,0.0,0,0,0,0,0
MLM1982101671,0,0.0,0,0,0,0,0
MLM1956676025,0,0.0,0,0,0,0,0
MLM2693423546,0,0.0,0,0,0,0,0
MLM1785428044,0,0.0,0,0,0,0,0
MLM1785189822,1,5.0,0,0,0,0,1
MLM1785428069,0,0.0,0,0,0,0,0
MLM958680824,0,0.0,0,0,0,0,0
MLM1785428059,0,0.0,0,0,0,0,0
MLM1785492325,0,0.0,0,0,0,0,0
MLM1785549660,0,0.0,0,0,0,0,0
MLM1785549682,0,0.0,0,0,0,0,0
MLM1785183615,0,0.0,0,0,0,0,0
MLM1785183626,0,0.0,0,0,0,0,0
MLM1785351170,0,0.0,0,0,0,0,0
MLM1785421598,0,0.0,0,0,0,0,0
MLM1785428143,0,0.0,0,0,0,0,0
MLM1785543168,0,0.0,0,0,0,0,0
MLM1785556143,0,0.0,0,0,0,0,0
MLM1785556155,0,0.0,0,0,0,0,0
MLM1785562361,0,0.0,0,0,0,0,0
MLM1785562362,0,0.0,0,0,0,0,0
MLM1785568743,0,0.0,0,0,0,0,0
MLM1785574712,0,0.0,0,0,0,0,0
MLM1785574731,0,0.0,0,0,0,0,0
MLM1785177214,0,0.0,0,0,0,0,0
MLM1785177219,0,0.0,0,0,0,0,0
MLM1785177222,0,0.0,0,0,0,0,0
MLM1785177241,0,0.0,0,0,0,0,0
MLM1785183628,0,0.0,0,0,0,0,0
MLM1785189819,0,0.0,0,0,0,0,0
MLM1785189829,0,0.0,0,0,0,0,0
MLM1785351138,0,0.0,0,0,0,0,0
MLM1785351145,0,0.0,0,0,0,0,0
MLM1785351163,0,0.0,0,0,0,0,0
MLM1785351171,0,0.0,0,0,0,0,0
MLM1785351173,0,0.0,0,0,0,0,0
MLM1785421600,0,0.0,0,0,0,0,0
MLM1785421623,0,0.0,0,0,0,0,0
MLM1785421627,0,0.0,0,0,0,0,0
MLM1785421629,0,0.0,0,0,0,0,0
MLM1785421630,0,0.0,0,0,0,0,0
MLM1785428043,0,0.0,0,0,0,0,0
MLM1785428052,0,0.0,0,0,0,0,0
MLM1785543172,0,0.0,0,0,0,0,0
MLM1785543179,0,0.0,0,0,0,0,0
MLM1785543180,0,0.0,0,0,0,0,0
MLM1785549678,0,0.0,0,0,0,0,0
MLM1785549684,0,0.0,0,0,0,0,0
MLM1785556168,0,0.0,0,0,0,0,0
MLM1785556172,0,0.0,0,0,0,0,0
MLM1785562388,0,0.0,0,0,0,0,0
MLM1785568722,0,0.0,0,0,0,0,0
MLM1785568739,0,0.0,0,0,0,0,0
MLM1785568742,0,0.0,0,0,0,0,0
MLM1785574728,0,0.0,0,0,0,0,0
MLM1785177240,0,0.0,0,0,0,0,0
MLM1785177251,0,0.0,0,0,0,0,0
MLM1785183592,0,0.0,0,0,0,0,0
MLM1785183596,0,0.0,0,0,0,0,0
MLM1785183597,0,0.0,0,0,0,0,0
MLM1785183613,0,0.0,0,0,0,0,0
MLM1785189821,0,0.0,0,0,0,0,0
MLM1785189839,0,0.0,0,0,0,0,0
MLM1785189843,0,0.0,0,0,0,0,0
MLM1785189859,0,0.0,0,0,0,0,0
MLM1785351140,0,0.0,0,0,0,0,0
MLM1785351159,0,0.0,0,0,0,0,0
MLM1785351172,0,0.0,0,0,0,0,0
MLM1785351179,0,0.0,0,0,0,0,0
MLM1785421613,0,0.0,0,0,0,0,0
MLM1785421632,0,0.0,0,0,0,0,0
MLM1785428039,0,0.0,0,0,0,0,0
MLM1785428047,0,0.0,0,0,0,0,0
MLM1785428057,0,0.0,0,0,0,0,0
MLM1785428063,0,0.0,0,0,0,0,0
MLM1785492323,0,0.0,0,0,0,0,0
MLM1785492330,0,0.0,0,0,0,0,0
MLM1785543163,0,0.0,0,0,0,0,0
MLM1785543169,0,0.0,0,0,0,0,0
MLM1785543170,0,0.0,0,0,0,0,0
MLM1785543178,0,0.0,0,0,0,0,0
MLM1785543181,0,0.0,0,0,0,0,0
MLM1785543188,0,0.0,0,0,0,0,0
MLM1785549656,0,0.0,0,0,0,0,0
MLM1785549657,0,0.0,0,0,0,0,0
MLM1785549679,0,0.0,0,0,0,0,0
MLM1785549681,0,0.0,0,0,0,0,0
MLM1785556144,0,0.0,0,0,0,0,0
MLM1785556173,0,0.0,0,0,0,0,0
MLM1785562363,0,0.0,0,0,0,0,0
MLM1785562372,0,0.0,0,0,0,0,0
MLM1785562384,0,0.0,0,0,0,0,0
MLM1785562394,0,0.0,0,0,0,0,0
MLM1785568728,0,0.0,0,0,0,0,0
MLM1785568744,0,0.0,0,0,0,0,0
