ID,Número_Reseñas,Promedio_Calificación,Num_Reseñas_1,Num_Reseñas_2,Num_Reseñas_3,Num_Reseñas_4,Num_Reseñas_5
MLM1974109721,0,0.0,0,0,0,0,0
MLM825040864,0,0.0,0,0,0,0,0
MLM1501667143,0,0.0,0,0,0,0,0
MLM1951851807,0,0.0,0,0,0,0,0
MLM2249305722,0,0.0,0,0,0,0,0
MLM615779871,0,0.0,0,0,0,0,0
MLM873070283,0,0.0,0,0,0,0,0
MLM2581590490,0,0.0,0,0,0,0,0
MLM2592129044,0,0.0,0,0,0,0,0
MLM897464073,0,0.0,0,0,0,0,0
MLM1869924717,0,0.0,0,0,0,0,0
MLM1930384991,0,0.0,0,0,0,0,0
MLM1981066431,0,0.0,0,0,0,0,0
MLM2135172844,0,0.0,0,0,0,0,0
MLM2306857216,0,0.0,0,0,0,0,0
MLM2788513484,0,0.0,0,0,0,0,0
MLM2798263930,0,0.0,0,0,0,0,0
MLM615529096,0,0.0,0,0,0,0,0
MLM653565666,0,0.0,0,0,0,0,0
MLM1852793611,0,0.0,0,0,0,0,0
MLM1993045793,0,0.0,0,0,0,0,0
MLM2249292398,0,0.0,0,0,0,0,0
MLM2698276904,0,0.0,0,0,0,0,0
MLM2798275548,0,0.0,0,0,0,0,0
MLM2664931600,0,0.0,0,0,0,0,0
MLM729891706,0,0.0,0,0,0,0,0
MLM1826813641,0,0.0,0,0,0,0,0
MLM2413662018,0,0.0,0,0,0,0,0
MLM2553527880,0,0.0,0,0,0,0,0
MLM582232291,0,0.0,0,0,0,0,0
MLM653566138,0,0.0,0,0,0,0,0
MLM1904847493,0,0.0,0,0,0,0,0
MLM1983691785,0,0.0,0,0,0,0,0
MLM2341248702,0,0.0,0,0,0,0,0
MLM1793864052,0,0.0,0,0,0,0,0
MLM1982630314,0,0.0,0,0,0,0,0
MLM1997166877,0,0.0,0,0,0,0,0
MLM2626564798,0,0.0,0,0,0,0,0
MLM1858686992,0,0.0,0,0,0,0,0
MLM615523099,0,0.0,0,0,0,0,0
MLM615782424,0,0.0,0,0,0,0,0
MLM1991190746,0,0.0,0,0,0,0,0
MLM2762048346,0,0.0,0,0,0,0,0
MLM582232146,0,0.0,0,0,0,0,0
MLM613992133,4,4.8,0,0,0,1,3
MLM710191985,0,0.0,0,0,0,0,0
MLM1338797735,0,0.0,0,0,0,0,0
MLM1903152729,0,0.0,0,0,0,0,0
MLM704538312,0,0.0,0,0,0,0,0
MLM2798380692,0,0.0,0,0,0,0,0
MLM1911218385,0,0.0,0,0,0,0,0
MLM1826617147,0,0.0,0,0,0,0,0
MLM1922878301,0,0.0,0,0,0,0,0
MLM1702287968,0,0.0,0,0,0,0,0
MLM1918336599,0,0.0,0,0,0,0,0
MLM852280296,1,5.0,0,0,0,0,1
MLM1347787076,0,0.0,0,0,0,0,0
MLM1501319863,1,5.0,0,0,0,0,1
MLM961578062,0,0.0,0,0,0,0,0
MLM962408473,0,0.0,0,0,0,0,0
MLM962408555,0,0.0,0,0,0,0,0
MLM962408754,0,0.0,0,0,0,0,0
MLM818894799,3,5.0,0,0,0,0,3
MLM1773134970,0,0.0,0,0,0,0,0
MLM2592962038,0,0.0,0,0,0,0,0
MLM1904808013,1,5.0,0,0,0,0,1
MLM815113508,2,5.0,0,0,0,0,2
MLM2294564946,0,0.0,0,0,0,0,0
MLM875351981,0,0.0,0,0,0,0,0
MLM1990745749,0,0.0,0,0,0,0,0
MLM1859862878,1,5.0,0,0,0,0,1
MLM1931997115,0,0.0,0,0,0,0,0
MLM895066805,0,0.0,0,0,0,0,0
MLM2413135458,0,0.0,0,0,0,0,0
MLM960769167,0,0.0,0,0,0,0,0
MLM1886451853,0,0.0,0,0,0,0,0
MLM1337146401,1,5.0,0,0,0,0,1
MLM2530402242,0,0.0,0,0,0,0,0
MLM2460422764,0,0.0,0,0,0,0,0
MLM862439597,0,0.0,0,0,0,0,0
MLM1894434869,0,0.0,0,0,0,0,0
MLM1482350207,1,5.0,0,0,0,0,1
MLM911446386,0,0.0,0,0,0,0,0
MLM1955132751,0,0.0,0,0,0,0,0
MLM1614387592,0,0.0,0,0,0,0,0
MLM2529276712,0,0.0,0,0,0,0,0
MLM1964262273,0,0.0,0,0,0,0,0
MLM1964299197,0,0.0,0,0,0,0,0
MLM2143559038,0,0.0,0,0,0,0,0
MLM1978509871,0,0.0,0,0,0,0,0
MLM1973068094,6,5.0,0,0,0,0,6
MLM1984067745,0,0.0,0,0,0,0,0
MLM1900723203,0,0.0,0,0,0,0,0
MLM2700454076,0,0.0,0,0,0,0,0
MLM2414740766,0,0.0,0,0,0,0,0
MLM1865334321,0,0.0,0,0,0,0,0
MLM1907599913,0,0.0,0,0,0,0,0
MLM2259595216,0,0.0,0,0,0,0,0
MLM2090146496,0,0.0,0,0,0,0,0
MLM2242194240,0,0.0,0,0,0,0,0
MLM2467892694,0,0.0,0,0,0,0,0
MLM2326980992,0,0.0,0,0,0,0,0
MLM2699543602,0,0.0,0,0,0,0,0
MLM1952831097,0,0.0,0,0,0,0,0
MLM2551798268,0,0.0,0,0,0,0,0
MLM2267217134,2,5.0,0,0,0,0,2
MLM1914495729,0,0.0,0,0,0,0,0
MLM1914448517,1,5.0,0,0,0,0,1
MLM2293322534,0,0.0,0,0,0,0,0
MLM2233364860,0,0.0,0,0,0,0,0
MLM1971939127,0,0.0,0,0,0,0,0
MLM2081278268,0,0.0,0,0,0,0,0
MLM1924602109,0,0.0,0,0,0,0,0
MLM2438969040,0,0.0,0,0,0,0,0
MLM2682855876,0,0.0,0,0,0,0,0
MLM1954490081,0,0.0,0,0,0,0,0
MLM1975661943,0,0.0,0,0,0,0,0
MLM1918903779,0,0.0,0,0,0,0,0
MLM2298495758,0,0.0,0,0,0,0,0
MLM2529199594,0,0.0,0,0,0,0,0
MLM2386930286,0,0.0,0,0,0,0,0
MLM1927302093,0,0.0,0,0,0,0,0
MLM1860158087,0,0.0,0,0,0,0,0
MLM2311043076,0,0.0,0,0,0,0,0
MLM1973081482,1,5.0,0,0,0,0,1
MLM1984385483,0,0.0,0,0,0,0,0
MLM2333142348,0,0.0,0,0,0,0,0
MLM2024855668,0,0.0,0,0,0,0,0
MLM1873936447,1,4.0,0,0,0,1,0
MLM1875646308,0,0.0,0,0,0,0,0
MLM1891479024,0,0.0,0,0,0,0,0
MLM2215942834,1,4.0,0,0,0,1,0
MLM1631874712,0,0.0,0,0,0,0,0
MLM1844754572,0,0.0,0,0,0,0,0
MLM1945693489,0,0.0,0,0,0,0,0
MLM2000721267,0,0.0,0,0,0,0,0
MLM2024840194,0,0.0,0,0,0,0,0
MLM2131125090,0,0.0,0,0,0,0,0
MLM2529212356,0,0.0,0,0,0,0,0
MLM1846170780,1,5.0,0,0,0,0,1
MLM1858105299,1,5.0,0,0,0,0,1
MLM1887187073,0,0.0,0,0,0,0,0
MLM1906914157,0,0.0,0,0,0,0,0
MLM1941726735,0,0.0,0,0,0,0,0
MLM1956281659,0,0.0,0,0,0,0,0
MLM2039609840,0,0.0,0,0,0,0,0
MLM2283359414,0,0.0,0,0,0,0,0
MLM1907039350,0,0.0,0,0,0,0,0
MLM1916279605,0,0.0,0,0,0,0,0
MLM1918958071,0,0.0,0,0,0,0,0
MLM1919314385,0,0.0,0,0,0,0,0
MLM1921066391,0,0.0,0,0,0,0,0
MLM1940582726,0,0.0,0,0,0,0,0
MLM1952820327,0,0.0,0,0,0,0,0
MLM1955352465,0,0.0,0,0,0,0,0
MLM1956166159,0,0.0,0,0,0,0,0
MLM2197699490,0,0.0,0,0,0,0,0
MLM2290652828,0,0.0,0,0,0,0,0
MLM2292985568,0,0.0,0,0,0,0,0
MLM2293218834,0,0.0,0,0,0,0,0
MLM2299334276,0,0.0,0,0,0,0,0
MLM2308521574,0,0.0,0,0,0,0,0
MLM2529238568,0,0.0,0,0,0,0,0
MLM2530601244,0,0.0,0,0,0,0,0
MLM1630575568,1,5.0,0,0,0,0,1
MLM1759732199,0,0.0,0,0,0,0,0
MLM1761098308,0,0.0,0,0,0,0,0
MLM1805282071,0,0.0,0,0,0,0,0
MLM1843073840,0,0.0,0,0,0,0,0
MLM1860946909,0,0.0,0,0,0,0,0
MLM1874382735,0,0.0,0,0,0,0,0
MLM1881291567,0,0.0,0,0,0,0,0
MLM1890901119,0,0.0,0,0,0,0,0
MLM1912796287,0,0.0,0,0,0,0,0
MLM1914506303,0,0.0,0,0,0,0,0
MLM1914528483,0,0.0,0,0,0,0,0
MLM1921637517,0,0.0,0,0,0,0,0
MLM1926886105,0,0.0,0,0,0,0,0
MLM1940163439,0,0.0,0,0,0,0,0
MLM1954529529,0,0.0,0,0,0,0,0
MLM1966523347,0,0.0,0,0,0,0,0
MLM1974512222,0,0.0,0,0,0,0,0
MLM2143531974,0,0.0,0,0,0,0,0
MLM2253986968,0,0.0,0,0,0,0,0
MLM2259756024,0,0.0,0,0,0,0,0
MLM2283346194,0,0.0,0,0,0,0,0
MLM2296014170,0,0.0,0,0,0,0,0
MLM2296195220,0,0.0,0,0,0,0,0
MLM2299108626,0,0.0,0,0,0,0,0
MLM2299614004,0,0.0,0,0,0,0,0
MLM2302058198,0,0.0,0,0,0,0,0
MLM2302188236,0,0.0,0,0,0,0,0
MLM2311303612,0,0.0,0,0,0,0,0
MLM2361814204,0,0.0,0,0,0,0,0
MLM2384427270,0,0.0,0,0,0,0,0
MLM2464521014,0,0.0,0,0,0,0,0
MLM2529212232,0,0.0,0,0,0,0,0
MLM2544284988,0,0.0,0,0,0,0,0
MLM2551830604,0,0.0,0,0,0,0,0
MLM2565252032,0,0.0,0,0,0,0,0
MLM2629010744,0,0.0,0,0,0,0,0
MLM2634733752,1,5.0,0,0,0,0,1
MLM2661643502,0,0.0,0,0,0,0,0
MLM2661668960,0,0.0,0,0,0,0,0
MLM2682781300,0,0.0,0,0,0,0,0
MLM2702707936,0,0.0,0,0,0,0,0
MLM2706831804,0,0.0,0,0,0,0,0
MLM2709193144,0,0.0,0,0,0,0,0
MLM2724378234,0,0.0,0,0,0,0,0
MLM2754365188,0,0.0,0,0,0,0,0
MLM2763172764,0,0.0,0,0,0,0,0
MLM953969691,1,5.0,0,0,0,0,1
MLM1438753792,0,0.0,0,0,0,0,0
MLM1446135875,0,0.0,0,0,0,0,0
MLM1537307917,0,0.0,0,0,0,0,0
MLM1538044915,0,0.0,0,0,0,0,0
MLM1630218239,0,0.0,0,0,0,0,0
MLM1675725740,0,0.0,0,0,0,0,0
MLM1715103772,0,0.0,0,0,0,0,0
MLM1761089610,0,0.0,0,0,0,0,0
MLM1761160976,0,0.0,0,0,0,0,0
MLM1778566841,0,0.0,0,0,0,0,0
MLM1822367608,0,0.0,0,0,0,0,0
MLM1828098041,0,0.0,0,0,0,0,0
MLM1831212026,0,0.0,0,0,0,0,0
MLM1853517683,0,0.0,0,0,0,0,0
MLM1858290353,0,0.0,0,0,0,0,0
MLM1860046823,0,0.0,0,0,0,0,0
MLM1860801482,0,0.0,0,0,0,0,0
MLM1861553612,0,0.0,0,0,0,0,0
MLM1861813120,0,0.0,0,0,0,0,0
MLM1871731999,0,0.0,0,0,0,0,0
MLM1903980681,0,0.0,0,0,0,0,0
MLM1904776503,0,0.0,0,0,0,0,0
MLM1904987001,0,0.0,0,0,0,0,0
MLM1908717539,0,0.0,0,0,0,0,0
MLM1909264099,0,0.0,0,0,0,0,0
MLM1913387997,0,0.0,0,0,0,0,0
MLM1928263413,0,0.0,0,0,0,0,0
MLM1952820373,0,0.0,0,0,0,0,0
MLM1954382761,0,0.0,0,0,0,0,0
MLM1954492817,0,0.0,0,0,0,0,0
MLM1954503089,0,0.0,0,0,0,0,0
MLM1956191955,0,0.0,0,0,0,0,0
MLM1983730217,0,0.0,0,0,0,0,0
MLM1984030125,0,0.0,0,0,0,0,0
MLM1984370067,0,0.0,0,0,0,0,0
MLM1990899513,0,0.0,0,0,0,0,0
MLM1990925511,0,0.0,0,0,0,0,0
MLM1993471015,0,0.0,0,0,0,0,0
MLM2065654334,0,0.0,0,0,0,0,0
MLM2103536154,0,0.0,0,0,0,0,0
MLM2104575346,0,0.0,0,0,0,0,0
MLM2141742060,0,0.0,0,0,0,0,0
MLM2197235412,0,0.0,0,0,0,0,0
MLM2200973742,0,0.0,0,0,0,0,0
MLM2241870040,0,0.0,0,0,0,0,0
MLM2251932276,0,0.0,0,0,0,0,0
MLM2253569476,0,0.0,0,0,0,0,0
MLM2253777422,0,0.0,0,0,0,0,0
MLM2253959178,0,0.0,0,0,0,0,0
MLM2280120130,0,0.0,0,0,0,0,0
MLM2280441316,0,0.0,0,0,0,0,0
MLM2280454048,0,0.0,0,0,0,0,0
MLM2280454052,0,0.0,0,0,0,0,0
MLM2299224822,0,0.0,0,0,0,0,0
MLM2303580976,0,0.0,0,0,0,0,0
MLM2311679890,0,0.0,0,0,0,0,0
MLM2346789584,0,0.0,0,0,0,0,0
MLM2363924904,0,0.0,0,0,0,0,0
MLM2416822586,0,0.0,0,0,0,0,0
MLM2439949082,0,0.0,0,0,0,0,0
MLM2450107744,0,0.0,0,0,0,0,0
MLM2529237918,0,0.0,0,0,0,0,0
MLM2529238298,0,0.0,0,0,0,0,0
MLM2563643562,0,0.0,0,0,0,0,0
MLM2599124258,0,0.0,0,0,0,0,0
MLM2628690164,0,0.0,0,0,0,0,0
MLM2631195802,0,0.0,0,0,0,0,0
MLM2638299248,0,0.0,0,0,0,0,0
MLM2656515556,0,0.0,0,0,0,0,0
MLM2657268606,0,0.0,0,0,0,0,0
MLM2658732508,0,0.0,0,0,0,0,0
MLM2729326072,0,0.0,0,0,0,0,0
MLM2745332280,0,0.0,0,0,0,0,0
MLM2753731982,0,0.0,0,0,0,0,0
MLM2781258498,0,0.0,0,0,0,0,0
MLM1477530189,0,0.0,0,0,0,0,0
MLM1886867547,1,5.0,0,0,0,0,1
MLM1884901897,0,0.0,0,0,0,0,0
MLM1477579579,0,0.0,0,0,0,0,0
MLM1525212184,0,0.0,0,0,0,0,0
MLM2209857844,0,0.0,0,0,0,0,0
MLM1477585952,0,0.0,0,0,0,0,0
MLM1517727839,0,0.0,0,0,0,0,0
MLM1884870241,0,0.0,0,0,0,0,0
MLM1884890117,0,0.0,0,0,0,0,0
MLM1884943229,0,0.0,0,0,0,0,0
MLM1895679413,0,0.0,0,0,0,0,0
MLM1905381227,3,5.0,0,0,0,0,3
MLM1997841549,0,0.0,0,0,0,0,0
MLM1432669198,0,0.0,0,0,0,0,0
MLM1905338785,0,0.0,0,0,0,0,0
MLM2259594860,0,0.0,0,0,0,0,0
MLM2259629880,0,0.0,0,0,0,0,0
MLM874005987,0,0.0,0,0,0,0,0
MLM2263984820,0,0.0,0,0,0,0,0
MLM1966350085,0,0.0,0,0,0,0,0
MLM2571532418,1,5.0,0,0,0,0,1
MLM1960097103,0,0.0,0,0,0,0,0
MLM2626991894,0,0.0,0,0,0,0,0
MLM2453692140,0,0.0,0,0,0,0,0
MLM1567316039,1,5.0,0,0,0,0,1
MLM2541652352,0,0.0,0,0,0,0,0
MLM1416710018,1,5.0,0,0,0,0,1
MLM1386379643,0,0.0,0,0,0,0,0
MLM1313795919,0,0.0,0,0,0,0,0
MLM1474037372,0,0.0,0,0,0,0,0
MLM1566238475,0,0.0,0,0,0,0,0
MLM1675499764,1,5.0,0,0,0,0,1
MLM1341645665,0,0.0,0,0,0,0,0
MLM1432669197,0,0.0,0,0,0,0,0
MLM1465427804,0,0.0,0,0,0,0,0
MLM1662149298,0,0.0,0,0,0,0,0
MLM1665598584,0,0.0,0,0,0,0,0
MLM1964350079,0,0.0,0,0,0,0,0
MLM2205825990,1,5.0,0,0,0,0,1
MLM813522033,0,0.0,0,0,0,0,0
MLM859782330,0,0.0,0,0,0,0,0
MLM1334838646,1,5.0,0,0,0,0,1
MLM1342384263,0,0.0,0,0,0,0,0
MLM1813259058,0,0.0,0,0,0,0,0
MLM1883237719,0,0.0,0,0,0,0,0
MLM2202839138,0,0.0,0,0,0,0,0
MLM2259603770,0,0.0,0,0,0,0,0
MLM2570194124,0,0.0,0,0,0,0,0
MLM2745929000,0,0.0,0,0,0,0,0
MLM1906224621,0,0.0,0,0,0,0,0
MLM1906225017,0,0.0,0,0,0,0,0
MLM860407577,0,0.0,0,0,0,0,0
MLM2259429226,0,0.0,0,0,0,0,0
MLM2699609662,0,0.0,0,0,0,0,0
MLM861245726,0,0.0,0,0,0,0,0
MLM1913324037,0,0.0,0,0,0,0,0
MLM1994398125,0,0.0,0,0,0,0,0
MLM2105160012,0,0.0,0,0,0,0,0
MLM2621549890,0,0.0,0,0,0,0,0
MLM2685435094,0,0.0,0,0,0,0,0
MLM2803175646,0,0.0,0,0,0,0,0
MLM700118683,0,0.0,0,0,0,0,0
MLM783491997,0,0.0,0,0,0,0,0
MLM961598362,0,0.0,0,0,0,0,0
MLM1495714635,0,0.0,0,0,0,0,0
MLM1958348027,0,0.0,0,0,0,0,0
MLM1970755453,0,0.0,0,0,0,0,0
MLM1971811235,0,0.0,0,0,0,0,0
MLM2280441538,0,0.0,0,0,0,0,0
MLM2280505760,0,0.0,0,0,0,0,0
MLM2646722662,0,0.0,0,0,0,0,0
MLM953895232,1,5.0,0,0,0,0,1
MLM1411654555,0,0.0,0,0,0,0,0
MLM1432668794,0,0.0,0,0,0,0,0
MLM1477140728,0,0.0,0,0,0,0,0
MLM1477605094,0,0.0,0,0,0,0,0
MLM1629510267,0,0.0,0,0,0,0,0
MLM1760448470,0,0.0,0,0,0,0,0
MLM1884754659,0,0.0,0,0,0,0,0
MLM1942634405,0,0.0,0,0,0,0,0
MLM1946770121,0,0.0,0,0,0,0,0
MLM1952831367,0,0.0,0,0,0,0,0
MLM1954490891,0,0.0,0,0,0,0,0
MLM1956342067,0,0.0,0,0,0,0,0
MLM1963449833,0,0.0,0,0,0,0,0
MLM1973444260,0,0.0,0,0,0,0,0
MLM2109056876,0,0.0,0,0,0,0,0
MLM2110292014,0,0.0,0,0,0,0,0
MLM2249434308,0,0.0,0,0,0,0,0
MLM2280493128,0,0.0,0,0,0,0,0
MLM2618069536,0,0.0,0,0,0,0,0
MLM2644902456,0,0.0,0,0,0,0,0
MLM2680171464,0,0.0,0,0,0,0,0
MLM729891299,0,0.0,0,0,0,0,0
MLM836549877,0,0.0,0,0,0,0,0
MLM923099400,0,0.0,0,0,0,0,0
MLM1347769494,0,0.0,0,0,0,0,0
MLM1697472401,0,0.0,0,0,0,0,0
MLM1905337607,0,0.0,0,0,0,0,0
MLM1918210241,0,0.0,0,0,0,0,0
MLM1923171783,0,0.0,0,0,0,0,0
MLM2298573780,0,0.0,0,0,0,0,0
MLM2353643912,0,0.0,0,0,0,0,0
MLM2502096726,0,0.0,0,0,0,0,0
MLM2581590540,0,0.0,0,0,0,0,0
MLM2646710192,0,0.0,0,0,0,0,0
MLM896394208,0,0.0,0,0,0,0,0
MLM932320140,0,0.0,0,0,0,0,0
MLM1339347474,0,0.0,0,0,0,0,0
MLM1404911482,0,0.0,0,0,0,0,0
MLM1599912756,0,0.0,0,0,0,0,0
MLM1602573148,0,0.0,0,0,0,0,0
MLM1630140229,0,0.0,0,0,0,0,0
MLM1732550520,0,0.0,0,0,0,0,0
MLM1939632107,0,0.0,0,0,0,0,0
MLM1956437662,0,0.0,0,0,0,0,0
MLM2254036428,0,0.0,0,0,0,0,0
MLM2280505754,0,0.0,0,0,0,0,0
MLM2310901372,0,0.0,0,0,0,0,0
MLM2445441040,0,0.0,0,0,0,0,0
MLM2592206838,0,0.0,0,0,0,0,0
MLM1351891282,0,0.0,0,0,0,0,0
MLM1477573111,0,0.0,0,0,0,0,0
MLM1545744096,0,0.0,0,0,0,0,0
MLM1865289210,0,0.0,0,0,0,0,0
MLM1990951049,0,0.0,0,0,0,0,0
MLM2623983138,0,0.0,0,0,0,0,0
MLM2703402946,0,0.0,0,0,0,0,0
MLM615781991,0,0.0,0,0,0,0,0
MLM697390282,0,0.0,0,0,0,0,0
MLM761149111,0,0.0,0,0,0,0,0
MLM807800807,0,0.0,0,0,0,0,0
MLM874014275,0,0.0,0,0,0,0,0
MLM919110988,0,0.0,0,0,0,0,0
