ID,Número_Reseñas,Promedio_Calificación,Num_Reseñas_1,Num_Reseñas_2,Num_Reseñas_3,Num_Reseñas_4,Num_Reseñas_5
MLM1489373610,20,4.6,1,1,0,2,16
MLM2078272016,47,4.8,2,0,1,1,43
MLM1873942275,94,4.8,0,0,2,11,81
MLM1472174805,859,4.9,6,2,21,54,776
MLM2450110606,12,4.8,0,0,0,2,10
MLM1566643280,82,4.8,0,0,4,8,70
MLM1870678441,18,4.8,0,0,0,3,15
MLM1902543177,3,5.0,0,0,0,0,3
MLM1861696088,227,4.8,2,0,6,23,196
MLM1580263257,11,4.9,0,0,0,1,10
MLM2580577308,1,4.0,0,0,0,1,0
MLM2295055300,12,4.6,0,0,1,3,8
MLM1911206623,8,5.0,0,0,0,0,8
MLM866032814,43,4.7,0,1,1,7,34
MLM1817832234,62,4.3,1,2,8,15,36
MLM1391240431,30,4.9,0,0,0,2,28
MLM1954857519,0,0.0,0,0,0,0,0
MLM1406783724,167,4.5,3,2,15,34,113
MLM1475925247,133,4.4,6,4,8,22,93
MLM1871997541,40,4.5,1,1,2,9,27
MLM1909316473,13,5.0,0,0,0,0,13
MLM1881027613,14,5.0,0,0,0,0,14
MLM1864478294,13,4.9,0,0,0,1,12
MLM1933782761,13,4.2,2,0,0,2,9
MLM2200759278,58,4.8,1,0,0,6,51
MLM1818292792,30,4.9,0,0,0,4,26
MLM948433668,13,4.8,0,0,1,1,11
MLM2081463560,143,4.6,5,1,7,20,110
MLM1501214047,30,5.0,0,0,0,1,29
MLM2295060540,11,5.0,0,0,0,0,11
MLM1919801391,7,4.9,0,0,0,1,6
MLM2295039962,8,4.9,0,0,0,1,7
MLM2765471092,1,5.0,0,0,0,0,1
MLM2180431182,12,4.9,0,0,0,1,11
MLM2411375418,10,4.7,0,0,0,3,7
MLM1301648762,53,4.7,1,0,2,7,43
MLM1794920954,149,4.8,2,0,7,8,132
MLM1382747935,6,3.8,1,1,0,0,4
MLM2381528592,14,5.0,0,0,0,0,14
MLM1473704853,16,4.8,0,0,1,2,13
MLM2036527742,18,3.3,4,1,3,6,4
MLM1379618459,32,4.8,0,0,2,2,28
MLM1913722306,23,4.6,1,1,1,1,19
MLM2165710016,141,4.8,1,0,7,15,118
MLM1837888164,159,4.6,2,4,12,14,127
MLM1996996657,1,5.0,0,0,0,0,1
MLM1916841973,6,5.0,0,0,0,0,6
MLM1531268018,16,4.1,0,3,3,0,10
MLM1662213504,54,4.2,4,1,7,8,34
MLM1998568861,1,5.0,0,0,0,0,1
MLM1310907563,19,4.8,0,1,0,1,17
MLM1897274785,12,4.9,0,0,0,1,11
MLM2173596422,8,5.0,0,0,0,0,8
MLM2504713896,20,4.8,0,0,0,4,16
MLM1663368064,10,4.9,0,0,0,1,9
MLM1981965029,1,5.0,0,0,0,0,1
MLM2381737896,9,5.0,0,0,0,0,9
MLM1916387265,11,4.5,0,0,1,3,7
MLM1943321858,16,4.8,0,0,0,3,13
MLM1329867026,113,4.8,1,0,3,8,101
MLM1911231713,2,5.0,0,0,0,0,2
MLM1764016886,9,4.8,0,0,1,0,8
MLM2093703906,30,4.7,0,1,1,4,24
MLM1968414973,1,5.0,0,0,0,0,1
MLM1384460172,124,4.8,1,0,4,14,105
MLM2267270846,10,4.4,1,0,0,2,7
MLM2220144494,25,4.7,1,0,1,1,22
MLM750934796,96,4.8,0,3,1,10,82
MLM2295052732,8,4.8,0,0,0,2,6
MLM2295324102,25,4.8,0,1,0,2,22
MLM1429075356,42,3.9,7,2,2,7,24
MLM2000266329,0,0.0,0,0,0,0,0
MLM2768441048,1,4.0,0,0,0,1,0
MLM2295051216,1,5.0,0,0,0,0,1
MLM1763953204,14,4.8,0,0,1,1,12
MLM1875645209,26,4.3,2,0,2,5,17
MLM1315775136,11,4.0,1,1,1,2,6
MLM1966699163,4,5.0,0,0,0,0,4
MLM2544042160,6,2.2,3,1,1,0,1
MLM2149672034,8,5.0,0,0,0,0,8
MLM2781175936,1,5.0,0,0,0,0,1
MLM960829451,6,5.0,0,0,0,0,6
MLM1840671402,2,5.0,0,0,0,0,2
MLM888164214,19,4.9,0,0,0,2,17
MLM1458557037,61,4.6,1,1,5,7,47
MLM864924665,6,4.5,0,1,0,0,5
MLM2784725600,0,0.0,0,0,0,0,0
MLM1426153184,7,4.6,0,0,0,3,4
MLM1763998007,19,4.8,0,0,1,2,16
MLM1471140775,204,4.1,17,14,22,30,121
MLM2383880352,2,5.0,0,0,0,0,2
MLM2820630328,0,0.0,0,0,0,0,0
MLM1702657786,4,4.8,0,0,0,1,3
MLM1837919076,44,4.6,0,1,4,5,34
MLM1482412520,14,4.6,0,0,2,2,10
MLM1842693061,53,4.7,0,1,3,7,42
MLM1879439527,45,4.6,1,1,2,9,32
MLM1508241778,13,4.2,2,0,1,1,9
MLM1881029267,23,4.5,0,0,4,4,15
MLM2434747702,9,4.8,0,0,1,0,8
MLM1878373519,67,4.7,1,1,3,8,54
MLM1916356343,2,5.0,0,0,0,0,2
MLM2295069620,5,4.4,0,1,0,0,4
MLM2206474550,1,4.0,0,0,0,1,0
MLM1664317029,37,4.8,1,0,0,5,31
MLM1415267521,48,4.7,1,0,1,10,36
MLM2778006248,0,0.0,0,0,0,0,0
MLM1884094992,94,4.6,3,2,5,11,73
MLM927192217,34,4.6,1,0,3,5,25
MLM928664556,90,4.6,4,1,5,10,70
MLM2403502106,14,4.7,0,0,1,2,11
MLM1911194959,9,5.0,0,0,0,0,9
MLM1940344099,8,5.0,0,0,0,0,8
MLM1569646009,20,4.4,1,0,2,4,13
MLM1464709085,87,4.9,0,0,3,2,82
MLM1810477606,0,0.0,0,0,0,0,0
MLM2249367470,4,5.0,0,0,0,0,4
MLM2381194392,10,4.5,1,0,0,1,8
MLM1922646021,8,4.8,0,0,0,2,6
MLM910012610,156,4.5,3,1,15,26,111
MLM2765509412,0,0.0,0,0,0,0,0
MLM1897862556,8,4.8,0,0,0,2,6
MLM1300509145,7,3.9,1,1,0,1,4
MLM2450110604,7,4.0,0,1,1,2,3
MLM1617309014,84,4.5,3,1,6,12,62
MLM1363542345,9,4.8,0,0,1,0,8
MLM1975198162,10,4.4,0,1,1,1,7
MLM1760161748,37,4.8,0,0,0,7,30
MLM2219776130,7,4.4,0,0,1,2,4
MLM1506551624,5,4.2,0,0,1,2,2
MLM1818064807,27,4.1,4,1,1,2,19
MLM1329523318,274,4.1,26,12,30,44,162
MLM2366721740,3,5.0,0,0,0,0,3
MLM932512926,120,4.9,1,1,0,7,111
MLM2634721650,0,0.0,0,0,0,0,0
MLM2225591118,9,4.7,0,0,1,1,7
MLM1922084747,3,4.3,0,0,1,0,2
MLM1426427761,38,4.9,0,0,1,2,35
MLM2135171870,18,4.5,0,1,2,2,13
MLM2581435842,0,0.0,0,0,0,0,0
MLM1343151202,67,4.9,0,0,1,5,61
MLM961965393,24,4.2,3,0,2,4,15
MLM2730180456,2,4.5,0,0,0,1,1
MLM2434854644,6,5.0,0,0,0,0,6
MLM1907040821,6,3.7,2,0,0,0,4
MLM1817574877,1,5.0,0,0,0,0,1
MLM1911249291,6,4.2,1,0,0,1,4
MLM2001143581,0,0.0,0,0,0,0,0
MLM2780687684,0,0.0,0,0,0,0,0
MLM914027677,12,4.8,0,0,1,1,10
MLM1927505805,4,5.0,0,0,0,0,4
MLM1940266919,2,5.0,0,0,0,0,2
MLM2263195258,2,5.0,0,0,0,0,2
MLM1508254303,6,5.0,0,0,0,0,6
MLM1943635167,9,5.0,0,0,0,0,9
MLM1909179829,7,5.0,0,0,0,0,7
MLM2241208172,7,5.0,0,0,0,0,7
MLM1996543479,0,0.0,0,0,0,0,0
MLM2258040730,12,4.6,0,1,1,0,10
MLM1954896217,2,5.0,0,0,0,0,2
MLM2329306018,1,5.0,0,0,0,0,1
MLM1897728827,8,4.3,1,0,0,2,5
MLM839947605,431,4.3,17,17,54,79,264
MLM1666466804,4,5.0,0,0,0,0,4
MLM1752021517,24,4.9,0,0,0,2,22
MLM1356822791,6,4.8,0,0,0,1,5
MLM2384813674,3,4.7,0,0,0,1,2
MLM1353234167,11,4.5,1,0,0,2,8
MLM888159489,9,4.3,0,1,1,1,6
MLM2376402602,6,4.3,0,0,1,2,3
MLM1964272467,1,5.0,0,0,0,0,1
MLM1382327503,111,4.5,2,2,12,17,78
MLM1764748032,3,4.7,0,0,0,1,2
MLM1971658119,8,5.0,0,0,0,0,8
MLM2258531700,13,4.9,0,0,0,1,12
MLM1978856519,1,5.0,0,0,0,0,1
MLM934071633,43,4.7,1,0,1,8,33
MLM1980656565,0,0.0,0,0,0,0,0
MLM1975184226,12,4.5,1,0,0,2,9
MLM1506558388,367,4.7,3,3,12,55,294
MLM2328656086,2,5.0,0,0,0,0,2
MLM2351959942,2,5.0,0,0,0,0,2
MLM1936749619,2,5.0,0,0,0,0,2
MLM1713036216,52,4.8,0,1,3,4,44
MLM2411866802,3,4.3,0,0,1,0,2
MLM2081269278,75,4.8,0,1,4,6,64
MLM2639084642,0,0.0,0,0,0,0,0
MLM946404259,17,4.8,0,0,1,1,15
MLM2584305108,0,0.0,0,0,0,0,0
MLM1997443271,0,0.0,0,0,0,0,0
MLM2268409284,62,4.8,0,0,3,6,53
MLM1376694438,68,4.4,3,0,8,12,45
MLM1906225789,5,5.0,0,0,0,0,5
MLM2735048602,2,5.0,0,0,0,0,2
MLM1978692497,2,5.0,0,0,0,0,2
MLM1969749043,1,5.0,0,0,0,0,1
MLM1316970824,6,5.0,0,0,0,0,6
MLM1417304348,29,4.6,0,1,4,2,22
MLM1578887698,3,5.0,0,0,0,0,3
MLM1589174182,200,4.4,11,5,22,25,137
MLM763643132,29,4.9,0,0,0,2,27
MLM947163901,10,4.9,0,0,0,1,9
MLM1934006017,0,0.0,0,0,0,0,0
MLM2669971476,2,4.5,0,0,0,1,1
MLM2331386220,0,0.0,0,0,0,0,0
MLM961393299,2,5.0,0,0,0,0,2
MLM1938609137,0,0.0,0,0,0,0,0
MLM1903651827,7,4.7,0,0,0,2,5
MLM1906471987,3,4.3,0,0,1,0,2
MLM1716807108,2,5.0,0,0,0,0,2
MLM1464632686,24,4.3,2,1,1,3,17
MLM2388685036,0,0.0,0,0,0,0,0
MLM1996996705,1,5.0,0,0,0,0,1
MLM1767083475,3,4.7,0,0,0,1,2
MLM2370506760,0,0.0,0,0,0,0,0
MLM1910117940,13,4.6,0,0,1,3,9
MLM1990328484,5,4.0,1,0,0,1,3
MLM2635739638,3,4.7,0,0,0,1,2
MLM1911197965,6,4.7,0,0,0,2,4
MLM2385660642,3,5.0,0,0,0,0,3
MLM1981965263,0,0.0,0,0,0,0,0
MLM1899194057,5,4.4,0,0,1,1,3
MLM2230988082,9,4.8,0,0,0,2,7
MLM1945420285,1,5.0,0,0,0,0,1
MLM935656091,25,4.7,0,0,1,6,18
MLM1959265368,17,4.6,1,0,1,1,14
MLM2645324170,1,5.0,0,0,0,0,1
MLM888232466,24,4.6,1,0,1,3,19
MLM1363597896,6,3.8,1,0,1,1,3
MLM2295153812,8,3.8,0,1,2,3,2
MLM1351667925,35,4.7,0,0,2,5,28
MLM2789852510,0,0.0,0,0,0,0,0
MLM1897157259,0,0.0,0,0,0,0,0
MLM787493506,7,4.9,0,0,0,1,6
MLM1312843232,100,4.4,3,3,9,19,66
MLM2388809850,3,5.0,0,0,0,0,3
MLM803158190,52,4.7,0,3,3,2,44
MLM933914627,12,3.8,1,2,1,2,6
MLM959855340,12,4.7,0,0,1,2,9
MLM1701297798,22,4.8,0,0,1,2,19
MLM1458956210,5,4.2,0,0,2,0,3
MLM1356822683,4,4.5,0,0,1,0,3
MLM1978705135,1,5.0,0,0,0,0,1
MLM897440168,2,5.0,0,0,0,0,2
MLM1925694311,0,0.0,0,0,0,0,0
MLM1426088938,23,3.8,4,1,4,0,14
MLM1302857897,1,5.0,0,0,0,0,1
MLM867811720,1,5.0,0,0,0,0,1
MLM1895251197,8,4.5,0,1,0,1,6
MLM1893376937,33,4.5,2,0,3,3,25
MLM862445350,26,4.5,1,1,0,6,18
MLM2190767694,0,0.0,0,0,0,0,0
MLM1969750667,0,0.0,0,0,0,0,0
MLM1879512269,33,4.5,1,2,0,7,23
MLM1414111657,1,5.0,0,0,0,0,1
MLM2281177502,5,4.6,0,0,1,0,4
MLM846223162,139,4.6,1,0,10,26,102
MLM882530247,9,4.6,1,0,0,0,8
MLM1962132316,2,5.0,0,0,0,0,2
MLM1329367027,2,5.0,0,0,0,0,2
MLM1456580457,4,5.0,0,0,0,0,4
MLM1900656301,4,5.0,0,0,0,0,4
MLM1940250001,5,5.0,0,0,0,0,5
MLM1819720449,70,4.6,1,2,5,9,53
MLM1652047780,263,4.7,2,3,17,34,207
MLM1716832147,3,4.3,0,0,1,0,2
MLM1957373085,1,5.0,0,0,0,0,1
MLM2339617510,1,5.0,0,0,0,0,1
MLM865137881,6,5.0,0,0,0,0,6
MLM1525691489,12,4.9,0,0,0,1,11
MLM2325420846,3,5.0,0,0,0,0,3
MLM845459616,14,4.7,0,0,1,2,11
MLM1685676049,9,4.9,0,0,0,1,8
MLM1942429849,1,5.0,0,0,0,0,1
MLM1760049274,5,5.0,0,0,0,0,5
MLM1821974774,41,4.9,0,0,0,3,38
MLM2230728024,2,5.0,0,0,0,0,2
MLM2117534668,1,5.0,0,0,0,0,1
MLM1631789227,51,4.9,0,0,1,3,47
MLM1953542831,2,5.0,0,0,0,0,2
MLM1363567017,3,5.0,0,0,0,0,3
MLM1897381206,4,5.0,0,0,0,0,4
MLM823624720,46,4.7,2,0,1,4,39
MLM2627175438,1,5.0,0,0,0,0,1
MLM2800500128,0,0.0,0,0,0,0,0
MLM2002489505,2,4.0,0,0,1,0,1
MLM1363567273,4,5.0,0,0,0,0,4
MLM1941814489,2,4.5,0,0,0,1,1
MLM1893363417,1,5.0,0,0,0,0,1
MLM1910132408,6,5.0,0,0,0,0,6
MLM759213838,43,4.8,0,0,1,5,37
MLM1997713397,0,0.0,0,0,0,0,0
MLM1709845029,10,4.9,0,0,0,1,9
MLM1853049623,2,4.0,0,0,1,0,1
MLM1617716563,5,3.4,1,0,2,0,2
MLM1916454911,4,4.8,0,0,0,1,3
MLM1706278592,0,0.0,0,0,0,0,0
MLM1609065253,20,4.8,0,0,0,4,16
MLM1903651723,5,5.0,0,0,0,0,5
MLM925285247,116,4.3,10,5,8,12,81
MLM2331397158,1,5.0,0,0,0,0,1
MLM1432943017,21,4.0,3,2,1,2,13
MLM2636294788,0,0.0,0,0,0,0,0
MLM785318537,4,5.0,0,0,0,0,4
MLM1456580567,4,3.5,0,2,0,0,2
MLM957170460,6,5.0,0,0,0,0,6
MLM1956144093,2,5.0,0,0,0,0,2
MLM941308700,4,5.0,0,0,0,0,4
MLM2454390472,3,5.0,0,0,0,0,3
MLM1689251660,2,5.0,0,0,0,0,2
MLM1945615749,7,4.6,0,1,0,0,6
MLM2804752566,1,5.0,0,0,0,0,1
MLM2295129596,3,4.3,0,0,1,0,2
MLM933891565,20,4.6,1,0,1,3,15
MLM892025372,13,4.6,0,0,2,1,10
MLM957162558,3,4.0,0,0,1,1,1
MLM1462460762,11,4.7,0,0,1,1,9
MLM2000453055,1,4.0,0,0,0,1,0
MLM1363565739,0,0.0,0,0,0,0,0
MLM882528995,7,4.9,0,0,0,1,6
MLM1302854682,0,0.0,0,0,0,0,0
MLM1363583844,5,4.0,1,0,0,1,3
MLM1989345337,0,0.0,0,0,0,0,0
MLM876891659,15,4.6,1,0,1,0,13
MLM1341601250,20,4.6,0,2,0,2,16
MLM1975197944,0,0.0,0,0,0,0,0
MLM2240815684,2,5.0,0,0,0,0,2
MLM2765535014,0,0.0,0,0,0,0,0
MLM2306172204,6,4.5,0,0,1,1,4
MLM924737409,1,5.0,0,0,0,0,1
MLM1328179189,20,3.8,3,1,1,7,8
MLM1929874883,5,4.0,0,1,0,2,2
MLM2417438460,1,5.0,0,0,0,0,1
MLM2249405514,4,4.3,0,1,0,0,3
MLM1946530007,2,4.0,0,0,0,2,0
MLM1856842385,3,4.0,0,0,0,3,0
MLM1363572887,1,5.0,0,0,0,0,1
MLM1387149129,0,0.0,0,0,0,0,0
MLM2579500378,3,4.3,0,0,1,0,2
MLM2755384758,1,5.0,0,0,0,0,1
MLM961205862,7,5.0,0,0,0,0,7
MLM910317046,21,4.9,0,1,0,0,20
MLM1909092721,8,4.9,0,0,0,1,7
MLM903121365,25,4.8,0,1,0,2,22
MLM1901506523,0,0.0,0,0,0,0,0
MLM957166497,4,4.8,0,0,0,1,3
MLM1817406839,2,5.0,0,0,0,0,2
MLM2429881294,0,0.0,0,0,0,0,0
MLM2718557882,1,4.0,0,0,0,1,0
MLM1489252658,2,5.0,0,0,0,0,2
MLM940445538,4,5.0,0,0,0,0,4
MLM1990506710,6,3.8,1,0,1,1,3
MLM1658758116,2,4.5,0,0,0,1,1
MLM2002501055,1,5.0,0,0,0,0,1
MLM1990137365,2,4.0,0,0,1,0,1
MLM934306158,0,0.0,0,0,0,0,0
MLM1937252840,2,5.0,0,0,0,0,2
MLM1910722555,1,5.0,0,0,0,0,1
MLM1910234356,3,4.7,0,0,0,1,2
MLM1602133854,6,4.8,0,0,0,1,5
MLM2388188458,0,0.0,0,0,0,0,0
MLM658613922,7,4.7,0,0,1,0,6
MLM1763521970,3,5.0,0,0,0,0,3
MLM845459629,10,5.0,0,0,0,0,10
MLM1845030160,9,3.9,0,2,1,2,4
MLM1344779171,7,3.3,3,0,0,0,4
MLM2789756678,0,0.0,0,0,0,0,0
MLM1363579093,2,5.0,0,0,0,0,2
MLM1856886459,0,0.0,0,0,0,0,0
MLM1974739493,2,5.0,0,0,0,0,2
MLM892033857,22,4.7,1,0,1,1,19
MLM1317819163,1,5.0,0,0,0,0,1
MLM1902208897,6,3.8,0,1,1,2,2
MLM1623234785,24,4.7,0,1,1,2,20
MLM1387019020,3,5.0,0,0,0,0,3
MLM1938862823,0,0.0,0,0,0,0,0
MLM1911813093,0,0.0,0,0,0,0,0
MLM1341562101,25,4.6,0,1,1,4,19
MLM1941752919,2,5.0,0,0,0,0,2
MLM2417438750,0,0.0,0,0,0,0,0
MLM1991348557,2,5.0,0,0,0,0,2
MLM2370532452,3,5.0,0,0,0,0,3
MLM2199506368,2,5.0,0,0,0,0,2
MLM1424092324,12,4.7,0,0,1,2,9
MLM2421216546,13,4.0,2,0,1,3,7
MLM2486107100,3,5.0,0,0,0,0,3
MLM1453449045,31,5.0,0,0,0,1,30
MLM1886287173,0,0.0,0,0,0,0,0
MLM877603779,38,5.0,0,0,0,0,38
MLM1379492095,14,4.9,0,0,1,0,13
MLM1385298477,34,4.8,0,1,0,3,30
MLM1338046701,8,5.0,0,0,0,0,8
MLM1593460225,6,4.3,0,0,2,0,4
MLM920234092,5,4.6,0,0,0,2,3
MLM1774821607,0,0.0,0,0,0,0,0
MLM907911571,31,4.8,0,1,1,1,28
MLM1977287371,2,5.0,0,0,0,0,2
MLM2386285792,4,4.0,1,0,0,0,3
MLM960318874,2,5.0,0,0,0,0,2
MLM1976562131,0,0.0,0,0,0,0,0
MLM1988896325,1,5.0,0,0,0,0,1
MLM1871612233,5,4.6,0,0,1,0,4
MLM1988883519,0,0.0,0,0,0,0,0
MLM2367228208,0,0.0,0,0,0,0,0
MLM713587596,3,4.7,0,0,0,1,2
MLM1892120741,1,5.0,0,0,0,0,1
MLM958739797,3,5.0,0,0,0,0,3
MLM1750903264,0,0.0,0,0,0,0,0
MLM1992564631,4,4.5,0,0,1,0,3
MLM1999214069,0,0.0,0,0,0,0,0
MLM1898175719,0,0.0,0,0,0,0,0
MLM1911255811,3,5.0,0,0,0,0,3
MLM1539286924,5,4.8,0,0,0,1,4
MLM946401701,26,4.9,0,0,1,1,24
MLM1910145806,2,5.0,0,0,0,0,2
MLM2190780220,1,5.0,0,0,0,0,1
MLM2386519318,2,4.5,0,0,0,1,1
MLM1667268018,1,5.0,0,0,0,0,1
MLM1363540903,0,0.0,0,0,0,0,0
MLM1769591253,14,4.9,0,0,0,2,12
MLM1938891877,2,5.0,0,0,0,0,2
MLM856926753,7,5.0,0,0,0,0,7
MLM1922548739,1,5.0,0,0,0,0,1
MLM1706275026,8,4.4,1,0,0,1,6
MLM2607001894,2,5.0,0,0,0,0,2
MLM2586861872,1,4.0,0,0,0,1,0
MLM2776507550,0,0.0,0,0,0,0,0
MLM738800761,9,5.0,0,0,0,0,9
MLM1991604389,0,0.0,0,0,0,0,0
MLM1962675301,3,5.0,0,0,0,0,3
MLM1489745450,0,0.0,0,0,0,0,0
MLM2086821880,2,5.0,0,0,0,0,2
MLM1363608901,3,4.7,0,0,0,1,2
MLM1589213183,159,4.3,5,5,22,29,98
MLM1370122636,3,5.0,0,0,0,0,3
MLM2388810776,1,4.0,0,0,0,1,0
MLM1498056111,5,4.8,0,0,0,1,4
MLM1581044546,71,4.9,0,0,1,6,64
MLM2444736568,2,5.0,0,0,0,0,2
MLM2508711544,4,5.0,0,0,0,0,4
MLM2631724058,1,4.0,0,0,0,1,0
MLM1351622327,9,5.0,0,0,0,0,9
MLM2768498134,0,0.0,0,0,0,0,0
MLM2213502844,0,0.0,0,0,0,0,0
MLM1976591379,0,0.0,0,0,0,0,0
MLM2046153900,0,0.0,0,0,0,0,0
MLM2251709836,0,0.0,0,0,0,0,0
MLM1571926344,1,4.0,0,0,0,1,0
MLM1978730855,1,5.0,0,0,0,0,1
MLM2677511382,1,5.0,0,0,0,0,1
MLM933891932,52,4.8,1,1,0,5,45
MLM1896853827,13,4.6,1,0,0,1,11
MLM1774770320,0,0.0,0,0,0,0,0
MLM1526186350,1,5.0,0,0,0,0,1
MLM1313480831,25,4.7,0,0,0,8,17
MLM2441939362,1,5.0,0,0,0,0,1
MLM1860430663,8,3.9,1,0,1,3,3
MLM2692564300,2,5.0,0,0,0,0,2
MLM1994061413,3,4.7,0,0,0,1,2
MLM945218397,2,5.0,0,0,0,0,2
MLM846704581,16,4.3,1,0,3,1,11
MLM1792265511,0,0.0,0,0,0,0,0
MLM882524710,7,4.7,0,0,0,2,5
MLM1539248076,5,5.0,0,0,0,0,5
MLM2666669238,3,5.0,0,0,0,0,3
MLM1979601761,2,4.5,0,0,0,1,1
MLM2217053312,9,4.8,0,0,0,2,7
MLM1328747005,16,4.2,2,0,1,3,10
MLM1363584101,0,0.0,0,0,0,0,0
MLM1985930315,0,0.0,0,0,0,0,0
MLM2247332340,0,0.0,0,0,0,0,0
MLM2167894512,1,5.0,0,0,0,0,1
MLM1996901728,3,4.3,0,0,0,2,1
MLM2455783854,1,5.0,0,0,0,0,1
MLM914551027,3,5.0,0,0,0,0,3
MLM1531817386,1,5.0,0,0,0,0,1
MLM1369167778,3,5.0,0,0,0,0,3
MLM817591684,2,5.0,0,0,0,0,2
MLM1320632364,8,5.0,0,0,0,0,8
MLM1363007730,6,4.3,0,0,1,2,3
MLM1572763461,0,0.0,0,0,0,0,0
MLM2072869684,1,5.0,0,0,0,0,1
MLM2297982804,0,0.0,0,0,0,0,0
MLM1363275100,0,0.0,0,0,0,0,0
MLM2254183788,0,0.0,0,0,0,0,0
MLM2297476996,2,5.0,0,0,0,0,2
MLM2007913169,0,0.0,0,0,0,0,0
