ID,Número_Reseñas,Promedio_Calificación,Num_Reseñas_1,Num_Reseñas_2,Num_Reseñas_3,Num_Reseñas_4,Num_Reseñas_5,Atributo 1,Raiting_Promedio 1,Atributo 2,Raiting_Promedio 2,Atributo 3,Raiting_Promedio 3,Atributo 4,Raiting_Promedio 4
MLM871434928,4,4.3,0,0,1,1,2,,,,,,,,
MLM827292763,11,4.9,0,0,0,1,10,cost-benefit,4.833333333333333,firmness,4.833333333333333,material_quality,4.666666666666667,ease_of_assembly,4.8
MLM2512969100,1,5.0,0,0,0,0,1,,,,,,,,
MLM1315669575,1,5.0,0,0,0,0,1,,,,,,,,
MLM1931539017,1,5.0,0,0,0,0,1,,,,,,,,
MLM647792452,7,4.6,0,1,0,0,6,cost-benefit,4.75,ease_of_assembly,4.0,firmness,5.0,material_quality,4.75
MLM628463332,3,5.0,0,0,0,0,3,,,,,,,,
MLM1947972907,0,0.0,0,0,0,0,0,,,,,,,,
MLM1588523144,1,5.0,0,0,0,0,1,,,,,,,,
MLM1465231181,1,5.0,0,0,0,0,1,,,,,,,,
MLM1635102223,3,5.0,0,0,0,0,3,cost-benefit,5.0,ease_of_assembly,4.666666666666667,firmness,4.666666666666667,material_quality,5.0
MLM1999681261,0,0.0,0,0,0,0,0,,,,,,,,
MLM1923814391,1,5.0,0,0,0,0,1,,,,,,,,
MLM1678640870,0,0.0,0,0,0,0,0,,,,,,,,
MLM1918001129,5,4.4,0,1,0,0,4,cost-benefit,5.0,ease_of_assembly,5.0,firmness,5.0,material_quality,5.0
MLM938305720,7,5.0,0,0,0,0,7,cost-benefit,5.0,ease_of_assembly,5.0,firmness,5.0,material_quality,5.0
MLM2417032510,0,0.0,0,0,0,0,0,,,,,,,,
MLM1454965540,10,4.4,1,0,0,2,7,cost-benefit,4.777777777777778,firmness,4.666666666666667,material_quality,4.777777777777778,ease_of_assembly,4.333333333333333
MLM2101436442,15,4.6,1,0,0,2,12,cost-benefit,4.666666666666667,ease_of_assembly,4.833333333333333,firmness,4.583333333333333,material_quality,4.75
MLM1928074967,5,4.6,0,0,0,2,3,cost-benefit,4.2,ease_of_assembly,4.4,firmness,4.0,material_quality,4.2
MLM1506832383,17,4.2,0,0,4,6,7,cost-benefit,4.6923076923076925,firmness,4.0,material_quality,4.384615384615385,ease_of_assembly,4.0
MLM1921785435,0,0.0,0,0,0,0,0,,,,,,,,
MLM1661466147,1,5.0,0,0,0,0,1,,,,,,,,
MLM1965977433,1,5.0,0,0,0,0,1,,,,,,,,
MLM1917976677,6,4.3,0,0,1,2,3,cost-benefit,4.25,ease_of_assembly,4.875,firmness,4.0,material_quality,4.25
MLM916741655,6,5.0,0,0,0,0,6,cost-benefit,4.875,firmness,4.875,material_quality,4.875,ease_of_assembly,5.0
MLM1502048216,2,5.0,0,0,0,0,2,cost-benefit,5.0,ease_of_assembly,5.0,firmness,5.0,material_quality,5.0
MLM1372008567,7,4.7,0,0,1,0,6,cost-benefit,4.8,ease_of_assembly,4.4,firmness,4.2,material_quality,4.8
MLM1438531125,0,0.0,0,0,0,0,0,,,,,,,,
MLM932927624,8,3.4,0,2,2,3,1,cost-benefit,3.8333333333333335,ease_of_assembly,2.8333333333333335,firmness,2.6666666666666665,material_quality,3.6666666666666665
MLM1942871345,0,0.0,0,0,0,0,0,,,,,,,,
MLM549745421,15,4.4,0,0,3,3,9,cost-benefit,4.333333333333333,ease_of_assembly,4.444444444444445,firmness,4.111111111111111,material_quality,4.333333333333333
MLM1813258923,0,0.0,0,0,0,0,0,,,,,,,,
MLM1535457301,3,4.3,0,0,1,0,2,,,,,,,,
MLM1315755340,3,5.0,0,0,0,0,3,cost-benefit,4.666666666666667,ease_of_assembly,4.0,firmness,4.0,material_quality,4.0
MLM2309201302,7,3.7,1,1,0,2,3,firmness,3.4,material_quality,3.4,cost-benefit,4.25,ease_of_assembly,5.0
MLM2383353718,0,0.0,0,0,0,0,0,,,,,,,,
MLM2417007332,0,0.0,0,0,0,0,0,,,,,,,,
MLM2571433580,0,0.0,0,0,0,0,0,,,,,,,,
MLM1972305257,1,5.0,0,0,0,0,1,,,,,,,,
MLM2291252232,6,5.0,0,0,0,0,6,cost-benefit,4.888888888888889,ease_of_assembly,4.888888888888889,firmness,4.777777777777778,material_quality,4.777777777777778
MLM634046542,2,5.0,0,0,0,0,2,,,,,,,,
MLM1819277333,3,4.0,0,1,0,0,2,,,,,,,,
MLM909831330,3,4.3,0,0,1,0,2,cost-benefit,4.666666666666667,ease_of_assembly,5.0,firmness,4.666666666666667,material_quality,4.333333333333333
MLM1408708989,1,5.0,0,0,0,0,1,,,,,,,,
MLM1772254262,2,5.0,0,0,0,0,2,,,,,,,,
MLM1486917875,2,5.0,0,0,0,0,2,,,,,,,,
MLM893620438,29,4.6,1,1,1,4,22,cost-benefit,4.705882352941177,firmness,4.764705882352941,material_quality,4.823529411764706,ease_of_assembly,4.3
MLM553860279,7,4.4,0,1,0,1,5,cost-benefit,5.0,ease_of_assembly,5.0,firmness,5.0,material_quality,5.0
MLM1986971265,0,0.0,0,0,0,0,0,,,,,,,,
MLM2444225212,0,0.0,0,0,0,0,0,,,,,,,,
MLM1348189993,1,5.0,0,0,0,0,1,,,,,,,,
MLM2738736850,0,0.0,0,0,0,0,0,,,,,,,,
MLM2152846818,1,5.0,0,0,0,0,1,,,,,,,,
MLM1489135173,0,0.0,0,0,0,0,0,,,,,,,,
MLM1457780659,0,0.0,0,0,0,0,0,,,,,,,,
MLM1457780659,0,0.0,0,0,0,0,0,,,,,,,,
